symbol,max_return_factor,start_price,end_price,return_start_date,return_end_date,return_period_days
LITM,10.27,2.02,20.8,2024-12-16,2024-12-27,11
IGC,10.27,0.3,3.1,2020-03-18,2021-02-10,329
STNG,10.26,7.96,81.64,2020-11-04,2024-06-27,1330
JOB,10.26,0.19,1.9,2020-03-17,2021-02-24,344
KBH,10.25,8.64,88.6,2016-02-11,2024-09-19,3142
DWTX,10.25,5.9,60.5,2022-12-30,2023-07-14,195
IX,10.24,9.99,102.31,2020-03-20,2025-02-27,1805
UNFI,10.24,5.43,55.61,2020-03-12,2021-12-08,636
RMBS,10.21,7.25,73.99,2018-12-24,2024-01-22,1855
ABEO,10.21,52.5,536.25,2016-03-01,2018-05-17,806
TROX,10.18,2.22,22.61,2016-01-19,2021-10-25,2105
WNW,10.17,8435.0,85750.0,2020-12-15,2020-12-17,2
AUUDW,10.16,0.01,0.12,2023-11-22,2024-04-09,138
BMI,10.16,24.36,247.46,2016-01-28,2025-05-13,3392
RELIW,10.16,0.29,2.95,2021-09-20,2022-01-04,106
ISPO,10.15,182.6,1853.0,2022-02-03,2022-02-17,14
OPFI,10.14,1.62,16.42,2023-03-22,2025-02-07,688
PED,10.14,0.28,2.89,2018-02-28,2021-01-28,1065
GLNG,10.14,4.29,43.5,2020-04-07,2025-01-02,1731
VIPS,10.13,4.24,42.95,2018-10-29,2021-03-23,876
GCT,10.11,4.27,43.15,2022-11-02,2024-03-15,499
BSGM,10.11,0.33,3.33,2024-02-23,2025-05-21,452
ETN,10.11,37.1,375.16,2016-01-25,2024-12-04,3236
VSEC,10.08,13.26,133.69,2020-03-18,2025-05-19,1888
ANTE,10.08,2.56,25.84,2020-05-15,2021-02-17,278
SERA,10.08,1.16,11.69,2022-12-28,2024-04-30,488
SKYW,10.07,12.01,120.92,2020-03-18,2025-01-31,1780
CTXR,10.07,10.5,105.75,2019-12-04,2021-06-21,564
VHI,10.07,8.91,89.76,2016-02-10,2018-04-26,805
TFII,10.06,15.91,160.06,2020-03-18,2024-04-09,1483
RGLS,10.06,0.79,7.98,2023-03-27,2025-04-30,765
SAM,10.06,129.9,1306.45,2017-06-27,2021-04-20,1393
RYDE,10.05,2.03,20.4,2024-04-15,2024-09-10,148
WAFU,10.05,1.26,12.66,2019-11-20,2021-03-26,491
AMZN,10.04,24.1,242.06,2016-02-09,2025-02-04,3283
TER,10.04,16.56,166.21,2016-02-11,2021-12-27,2146
XXII,10.04,18137.52,182088.0,2020-09-11,2021-04-28,229
BEAM,10.04,13.31,133.6,2020-03-16,2021-07-01,472
SRRK,10.03,4.66,46.73,2022-06-01,2025-01-22,966
